Hsz-NFKB1,2000,1000,T138445-NFKB1,"p1@NFKB1"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
407,T193654,948,0.4723,p19@KANK1,23189,19309,,KANK1,"KN motif and ankyrin repeat domains 1","gene with protein product"
408,T055774,950,0.4710,p3@MIR22HG,84981,28219,,MIR22HG,"MIR22 host gene","RNA, long non-coding"
409,T003555,944,0.4699,p2@OTUD1,220213,27346,Q5VV17,OTUD1,"OTU deubiquitinase 1","gene with protein product"
410,T197178,942,0.4691,p1@RAP2C,57826,21165,,RAP2C,"RAP2C, member of RAS oncogene family","gene with protein product"
411,T044299,943,0.4689,p1@GABPB1,2553,4074,F5H7I4,GABPB1,"GA binding protein transcription factor beta subunit 1","gene with protein product"
412,T040036,939,0.4681,p1@KIAA0247,9766,19956,Q92537,SUSD6,"sushi domain containing 6","gene with protein product"
413,T096431,939,0.4681,p2@GADD45A,1647,4095,,GADD45A,"growth arrest and DNA damage inducible alpha","gene with protein product"
414,T163956,940,0.4674,p1@TNF,7124,11892,"P01375,C1K3N5,Q5STB3",TNF,"tumor necrosis factor","gene with protein product"
415,T093157,938,0.4671,p1@GMEB1,10691,4370,Q9Y692,GMEB1,"glucocorticoid modulatory element binding protein 1","gene with protein product"
416,T110389,934,0.4651,p2@MAP4K4,9448,6866,"B7Z3V5,O95819",MAP4K4,"mitogen-activated protein kinase kinase kinase kinase 4","gene with protein product"
417,T016623,935,0.4645,p14@EHD1,10938,3242,,EHD1,"EH domain containing 1","gene with protein product"
418,T146193,933,0.4644,p1@RASGEF1B,153020,24881,"Q0VAM2,D6RE71,Q8N437",RASGEF1B,"RasGEF domain family member 1B","gene with protein product"
419,T004060,930,0.4636,p8@MAP3K8,1326,6860,P41279,MAP3K8,"mitogen-activated protein kinase kinase kinase 8","gene with protein product"
420,T188370,929,0.4633,p2@AKAP2,11217,372,B4E2K2,AKAP2,"A-kinase anchoring protein 2","gene with protein product"
421,T162393,930,0.4631,p4@RNF144B,255488,21578,,RNF144B,"ring finger protein 144B","gene with protein product"
422,T021081,930,0.4631,p1@SH2B3,10019,29605,"Q9UQQ2,Q59H48",SH2B3,"SH2B adaptor protein 3","gene with protein product"
423,T176604,929,0.4622,p2@RAC1,5879,9801,,RAC1,"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)","gene with protein product"
424,T198015,927,0.4612,p2@MAMLD1,10046,2568,Q13495,MAMLD1,"mastermind like domain containing 1","gene with protein product"
425,T081036,926,0.4612,p1@CD58,965,1688,"B1AMW1,P19256",CD58,"CD58 molecule","gene with protein product"
426,T049708,922,0.4592,p8@LYRM1,57149,25074,O43325,LYRM1,"LYR motif containing 1","gene with protein product"
427,T187926,919,0.4570,p8@C9orf30,91283,23370,Q96H12,MSANTD3,"Myb/SANT DNA binding domain containing 3","gene with protein product"
428,T062164,916,0.4569,p7@AMZ2,51321,28041,"A6NLD9,Q86W34,A8MZ48",AMZ2,"archaelysin family metallopeptidase 2","gene with protein product"
429,T019845,916,0.4559,p5@MAML2,84441,16259,Q8IZL2,MAML2,"mastermind like transcriptional coactivator 2","gene with protein product"
430,T003790,914,0.4552,p3@YME1L1,10730,12843,,YME1L1,"YME1 like 1 ATPase","gene with protein product"
431,T003912,915,0.4550,p2@WAC,51322,17327,"Q9BTA9,E9PMZ7",WAC,"WW domain containing adaptor with coiled-coil","gene with protein product"
432,T005937,913,0.4540,p3@JMJD1C,221037,12313,,JMJD1C,"jumonji domain containing 1C","gene with protein product"
433,T100429,910,0.4534,p2@MANBAL,63905,15799,Q9NQG1,MANBAL,"mannosidase beta like","gene with protein product"
434,T169942,911,0.4530,p10@TES,26136,14620,,TES,"testin LIM domain protein","gene with protein product"
435,T047106,906,0.4512,p3@MESDC1,59274,13519,Q9H1K6,MESDC1,"mesoderm development candidate 1","gene with protein product"
436,T022063,907,0.4506,p2@P2RX4,5025,8535,Q2M238,P2RX4,"purinergic receptor P2X 4","gene with protein product"
437,T034868,904,0.4504,p2@IPO5,3843,6402,E7ETV3,IPO5,"importin 5","gene with protein product"
438,T050201,897,0.4469,p1@IL4R,3566,6015,"B4E076,F8W7M1,P24394",IL4R,"interleukin 4 receptor","gene with protein product"
439,T112929,895,0.4459,p13@ZEB2,9839,14881,,ZEB2,"zinc finger E-box binding homeobox 2","gene with protein product"
440,T146349,895,0.4457,p2@THAP9,79725,23192,,THAP9,"THAP domain containing 9","gene with protein product"
441,T159249,894,0.4450,p12@SGK1,6446,10810,,SGK1,"serum/glucocorticoid regulated kinase 1","gene with protein product"
442,T196904,891,0.4439,p2@XIAP,331,592,P98170,XIAP,"X-linked inhibitor of apoptosis","gene with protein product"
443,T064138,892,0.4438,p1@CYTH1,9267,9501,"Q15438,A8MWB4,A8MYI0",CYTH1,"cytohesin 1","gene with protein product"
444,T069091,891,0.4428,p1@NFATC1,4772,7775,,NFATC1,"nuclear factor of activated T-cells 1","gene with protein product"
445,T033810,890,0.4426,p2@DHRS12,79758,25832,A0PJE2,DHRS12,"dehydrogenase/reductase 12","gene with protein product"
446,T199039,882,0.4388,p4@ZFX,7543,12869,,ZFX,"zinc finger protein, X-linked","gene with protein product"
447,T060040,878,0.4375,p1@UBE2Z,65264,25847,"F8WBS1,Q9H832",UBE2Z,"ubiquitin conjugating enzyme E2 Z","gene with protein product"
448,T188166,879,0.4373,p2@FSD1L,83856,13753,Q8N450,FSD1L,"fibronectin type III and SPRY domain containing 1 like","gene with protein product"
449,T099897,879,0.4371,p3@CHMP4B,128866,16171,,CHMP4B,"charged multivesicular body protein 4B","gene with protein product"
450,T030049,878,0.4368,p12@ATP2B1,490,814,F8W1V5,ATP2B1,"ATPase plasma membrane Ca2+ transporting 1","gene with protein product"
451,T188369,878,0.4366,"p1@AKAP2,p1@PALM2-AKAP2","11217,445815","33529,372","Q9Y2D5,F8WF36",PALM2-AKAP2,"PALM2-AKAP2 readthrough",readthrough
452,T074401,877,0.4359,p8@ADCK4,79934,19041,Q96D53,COQ8B,"coenzyme Q8B","gene with protein product"
453,T004506,876,0.4356,p10@KLF6,1316,2235,,KLF6,"Kruppel like factor 6","gene with protein product"
454,T046207,870,0.4331,p15@PKM2,5315,9021,P14618,PKM,"pyruvate kinase, muscle","gene with protein product"
455,T009519,870,0.4326,p5@ZC3H12C,85463,29362,,ZC3H12C,"zinc finger CCCH-type containing 12C","gene with protein product"
456,T020522,866,0.4308,p8@CKAP4,10970,16991,Q8TB01,CKAP4,"cytoskeleton associated protein 4","gene with protein product"
457,T009515,859,0.4276,p1@ZC3H12C,85463,29362,,ZC3H12C,"zinc finger CCCH-type containing 12C","gene with protein product"
458,T101418,856,0.4269,p1@ZNF335,63925,15807,"Q9H4Z2,Q8IW09",ZNF335,"zinc finger protein 335","gene with protein product"
459,T096307,853,0.4244,p23@PDE4B,5142,8781,B4DG71,PDE4B,"phosphodiesterase 4B","gene with protein product"
460,T035017,848,0.4225,p1@GPR183,1880,3128,P32249,GPR183,"G protein-coupled receptor 183","gene with protein product"
461,T169921,849,0.4222,p1@TES,26136,14620,"F8W7T0,F8WDI4,B7Z6L5",TES,"testin LIM domain protein","gene with protein product"
462,T072080,845,0.4206,p3@DOT1L,84444,24948,C9JH95,DOT1L,"DOT1 like histone lysine methyltransferase","gene with protein product"
463,T112947,844,0.4205,p22@ZEB2,9839,14881,,ZEB2,"zinc finger E-box binding homeobox 2","gene with protein product"
464,T064985,843,0.4202,p1@MAFG,4097,6781,O15525,MAFG,"MAF bZIP transcription factor G","gene with protein product"
465,T004503,845,0.4202,p13@KLF6,1316,2235,Q7Z3W8,KLF6,"Kruppel like factor 6","gene with protein product"
466,T089650,844,0.4197,p4@ECE1,1889,3146,,ECE1,"endothelin converting enzyme 1","gene with protein product"
467,T074610,843,0.4192,p1@TGFB1,7040,11766,P01137,TGFB1,"transforming growth factor beta 1","gene with protein product"
468,T121835,838,0.4161,p2@FOSL2,2355,3798,P15408,FOSL2,"FOS like 2, AP-1 transcription factor subunit","gene with protein product"
469,T048015,836,0.4159,p1@SLCO3A1,28232,10952,Q9UIG8,SLCO3A1,"solute carrier organic anion transporter family member 3A1","gene with protein product"
470,T192471,832,0.4135,p1@C9orf72,203228,28337,Q96LT7,C9orf72,"chromosome 9 open reading frame 72","gene with protein product"
471,T144407,831,0.4132,p3@TMEM165,55858,30760,Q9HC07,TMEM165,"transmembrane protein 165","gene with protein product"
472,T031420,827,0.4123,p1@LINC00346,283487,27492,,LINC00346,"long intergenic non-protein coding RNA 346","RNA, long non-coding"
473,T065794,821,0.4089,p4@CHMP1B,57132,24287,,CHMP1B,"charged multivesicular body protein 1B","gene with protein product"
474,T091844,821,0.4087,p16@CEP170,9859,28920,E5RFU8,CEP170,"centrosomal protein 170","gene with protein product"
475,T134544,820,0.4082,p2@CSRNP1,64651,14300,Q96S65,CSRNP1,"cysteine and serine rich nuclear protein 1","gene with protein product"
476,T138487,816,0.4072,p23@NFKB1,4790,7794,P19838,NFKB1,"nuclear factor kappa B subunit 1","gene with protein product"
477,T045648,815,0.4063,p5@DENND4A,10260,24321,"Q7Z401,E7EPL3,Q05C90",DENND4A,"DENN domain containing 4A","gene with protein product"
478,T176386,815,0.4063,p4@VOPP1,81552,34518,,VOPP1,"vesicular, overexpressed in cancer, prosurvival protein 1","gene with protein product"
479,T067930,817,0.4063,p1@EPB41L3,23136,3380,A8K968,EPB41L3,"erythrocyte membrane protein band 4.1 like 3","gene with protein product"
480,T176750,815,0.4055,"p1@KCTD7,p1@RABGEF1","27342,154881","17676,21957","C9JDA2,Q9UJ41",RABGEF1,"RAB guanine nucleotide exchange factor 1","gene with protein product"
481,T164424,814,0.4054,p3@HLA-DQA1,3117,4942,Q7YPT8,HLA-DQA1,"major histocompatibility complex, class II, DQ alpha 1","gene with protein product"
482,T037939,810,0.4040,p16@NFKBIA,4792,7797,P25963,NFKBIA,"NFKB inhibitor alpha","gene with protein product"
483,T130901,810,0.4034,p1@CCNL1,57018,20569,,CCNL1,"cyclin L1","gene with protein product"
484,T058958,806,0.4010,p1@TMEM106A,113277,28288,"Q96A25,B7Z779,B7Z698,A8K2X2",TMEM106A,"transmembrane protein 106A","gene with protein product"
485,T009511,804,0.4000,p13@ZC3H12C,85463,29362,,ZC3H12C,"zinc finger CCCH-type containing 12C","gene with protein product"
486,T198333,801,0.3981,p3@MECP2,4204,6990,,MECP2,"methyl-CpG binding protein 2","gene with protein product"
487,T185704,800,0.3972,p1@MIR4470,100616484,41833,,MIR4470,"microRNA 4470","RNA, micro"
488,T187916,795,0.3961,p9@C9orf30,91283,23370,Q96H12,MSANTD3,"Myb/SANT DNA binding domain containing 3","gene with protein product"
489,T135162,795,0.3953,p1@CCRL2,9034,1612,"B2R8C0,O00421",CCRL2,"C-C motif chemokine receptor like 2","gene with protein product"
490,T194998,792,0.3948,p1@NINJ1,4814,7824,,NINJ1,"ninjurin 1","gene with protein product"
491,T068428,794,0.3944,p1@SERPINB8,5271,8952,"Q8N178,B4DTW2",SERPINB8,"serpin family B member 8","gene with protein product"
492,T046208,787,0.3915,p18@PKM2,5315,9021,P14618,PKM,"pyruvate kinase, muscle","gene with protein product"
493,T049069,782,0.3889,p2@NDE1,54820,17619,Q9NXR1,NDE1,"nudE neurodevelopment protein 1","gene with protein product"
494,T192623,781,0.3888,p2@B4GALT1,2683,924,"P15291,Q86XA6",B4GALT1,"beta-1,4-galactosyltransferase 1","gene with protein product"
495,T071147,777,0.3864,p1@MYO9B,4650,7609,"Q4LE74,Q8WVD2,B0I1T6,Q13459",MYO9B,"myosin IXB","gene with protein product"
496,T161488,776,0.3861,p1@WTAP,9589,16846,,WTAP,"Wilms tumor 1 associated protein","gene with protein product"
497,T154061,774,0.3855,p3@PTGER4,5734,9596,P35408,PTGER4,"prostaglandin E receptor 4","gene with protein product"
498,T113107,773,0.3853,p1@ACVR2A,92,173,"P27037,B4DWQ2",ACVR2A,"activin A receptor type 2A","gene with protein product"
499,T076939,774,0.3832,p4@IL4I1,259307,19094,Q96RQ9,IL4I1,"interleukin 4 induced 1","gene with protein product"
500,T099896,768,0.3827,p1@CHMP4B,128866,16171,"P59074,Q9H444",CHMP4B,"charged multivesicular body protein 4B","gene with protein product"
501,T196913,766,0.3817,p5@STAG2,10735,11355,,STAG2,"stromal antigen 2","gene with protein product"
502,T174751,752,0.3752,p1@ZNRF2,223082,22316,Q8NHG8,ZNRF2,"zinc and ring finger 2","gene with protein product"
503,T151380,755,0.3752,p1@ADAM19,8728,197,"E5RIS2,Q8TBU7,Q9H013",ADAM19,"ADAM metallopeptidase domain 19","gene with protein product"
504,T017336,752,0.3743,p15@TAF10,6881,11543,,TAF10,"TATA-box binding protein associated factor 10","gene with protein product"
505,T089939,751,0.3740,p1@BPNT1,10380,1096,"C9JI50,O95861,A6NF51,B4DUS9,F8W1J0,F8VRY7,F8VVW8,F8VZG4,B4DPS5",BPNT1,"3'(2'), 5'-bisphosphate nucleotidase 1","gene with protein product"
506,T007820,750,0.3739,p1@LIPN,643418,23452,,LIPN,"lipase family member N","gene with protein product"
507,T146402,752,0.3738,p3@ACOX3,8310,121,D6RJ89,ACOX3,"acyl-CoA oxidase 3, pristanoyl","gene with protein product"
508,T066510,748,0.3725,p1@EMILIN2,84034,19881,Q9BXX0,EMILIN2,"elastin microfibril interfacer 2","gene with protein product"
509,T001148,747,0.3718,p6@ACSL5,51703,16526,Q9ULC5,ACSL5,"acyl-CoA synthetase long-chain family member 5","gene with protein product"
510,T199008,747,0.3715,p6@SAT1,6303,10540,,SAT1,"spermidine/spermine N1-acetyltransferase 1","gene with protein product"
511,T141216,747,0.3711,p1@FNIP2,57600,29280,Q9P278,FNIP2,"folliculin interacting protein 2","gene with protein product"
512,T189063,746,0.3693,p1@TLR4,7099,11850,,TLR4,"toll like receptor 4","gene with protein product"
513,T096261,744,0.3690,p1@KLHL21,9903,29041,Q9UJP4,KLHL21,"kelch like family member 21","gene with protein product"
514,T032202,740,0.3682,p1@USP12,219333,20485,,USP12,"ubiquitin specific peptidase 12","gene with protein product"
515,T174913,737,0.3672,p1@KBTBD2,25948,21751,Q8IY47,KBTBD2,"kelch repeat and BTB domain containing 2","gene with protein product"
516,T111294,733,0.3645,p1@IL1RN,3557,6000,,IL1RN,"interleukin 1 receptor antagonist","gene with protein product"
517,T032971,728,0.3638,p15@ELF1,1997,3316,"E9PDQ9,B4E2I5,Q6MZZ4",ELF1,"E74 like ETS transcription factor 1","gene with protein product"
518,T005179,730,0.3630,p2@SGMS1,259230,29799,E6ZCI7,SGMS1,"sphingomyelin synthase 1","gene with protein product"
519,T168348,725,0.3605,p1@UBE2J1,51465,17598,F5GWD1,UBE2J1,"ubiquitin conjugating enzyme E2 J1","gene with protein product"
520,T047104,720,0.3584,p1@MESDC1,59274,13519,Q9H1K6,MESDC1,"mesoderm development candidate 1","gene with protein product"
521,T153332,717,0.3571,p1@CCDC127,133957,30520,Q96BQ5,CCDC127,"coiled-coil domain containing 127","gene with protein product"
522,T027874,716,0.3559,p2@C12orf66,144577,26517,"F5H2Q3,Q96MD2",C12orf66,"chromosome 12 open reading frame 66","gene with protein product"
523,T028938,713,0.3554,p1@RAB21,23011,18263,Q9UL25,RAB21,"RAB21, member RAS oncogene family","gene with protein product"
524,T048120,712,0.3548,p8@CHD2,1106,1917,,CHD2,"chromodomain helicase DNA binding protein 2","gene with protein product"
525,T008174,712,0.3548,p1@BTAF1,9044,17307,"O14981,Q2M1V9,Q8N6J1",BTAF1,"B-TFIID TATA-box binding protein associated factor 1","gene with protein product"
526,T081702,707,0.3524,p1@PDE4DIP,9659,15580,E9PQH9,PDE4DIP,"phosphodiesterase 4D interacting protein","gene with protein product"
527,T110841,706,0.3516,p2@LIMS1,3987,6616,P48059,LIMS1,"LIM zinc finger domain containing 1","gene with protein product"
528,T076501,707,0.3516,p1@PPP1R15A,23645,14375,"F5GYI4,B4DMT2",PPP1R15A,"protein phosphatase 1 regulatory subunit 15A","gene with protein product"
529,T087261,704,0.3511,p1@UBR4,23352,30313,Q5T4S7,UBR4,"ubiquitin protein ligase E3 component n-recognin 4","gene with protein product"
530,T154953,704,0.3501,p1@ELOVL7,79993,26292,"A1L3X0,D6RBM2",ELOVL7,"ELOVL fatty acid elongase 7","gene with protein product"
531,T135436,703,0.3498,p2@TREX1,11277,12269,Q9NSU2,TREX1,"three prime repair exonuclease 1","gene with protein product"
532,T027130,703,0.3498,p2@IL23A,51561,15488,Q9NPF7,IL23A,"interleukin 23 subunit alpha","gene with protein product"
533,T051306,701,0.3495,p1@ZNF267,10308,13060,Q14586,ZNF267,"zinc finger protein 267","gene with protein product"
534,T126269,703,0.3494,p1@ZNF2,7549,12991,"B4DIR4,E9PCG2",ZNF2,"zinc finger protein 2","gene with protein product"
535,T154956,700,0.3490,p8@ELOVL7,79993,26292,,ELOVL7,"ELOVL fatty acid elongase 7","gene with protein product"
536,T091853,700,0.3479,p11@CEP170,9859,28920,"E7ES90,F8W8A3,Q5SW79",CEP170,"centrosomal protein 170","gene with protein product"
537,T167631,698,0.3469,p10@EEF1A1,1915,3189,,EEF1A1,"eukaryotic translation elongation factor 1 alpha 1","gene with protein product"
538,T150886,696,0.3466,p4@TNIP1,10318,16903,Q15025,TNIP1,"TNFAIP3 interacting protein 1","gene with protein product"
539,T200751,693,0.3453,p1@STARD8,9754,19161,Q92502,STARD8,"StAR related lipid transfer domain containing 8","gene with protein product"
540,T201194,692,0.3450,p2@RLIM,51132,13429,Q9NVW2,RLIM,"ring finger protein, LIM domain interacting","gene with protein product"
541,T134625,691,0.3446,p2@EIF1B,10289,30792,,EIF1B,"eukaryotic translation initiation factor 1B","gene with protein product"
542,T105204,692,0.3444,p6@ETS2,2114,3489,P15036,ETS2,"ETS proto-oncogene 2, transcription factor","gene with protein product"
543,T198995,690,0.3440,p2@ACOT9,23597,17152,C9J7L8,ACOT9,"acyl-CoA thioesterase 9","gene with protein product"
544,T021644,687,0.3421,p12@ETV6,2120,3495,,ETV6,"ETS variant 6","gene with protein product"
545,T024124,687,0.3420,p12@BCAT1,586,976,"F5H5E4,B7Z2M5,P54687",BCAT1,"branched chain amino acid transaminase 1","gene with protein product"
546,T160157,685,0.3413,p1@STX11,8676,11429,O75558,STX11,"syntaxin 11","gene with protein product"
547,T004766,685,0.3403,p3@HNRNPF,3185,5039,,HNRNPF,"heterogeneous nuclear ribonucleoprotein F","gene with protein product"
548,T199807,681,0.3391,p4@CHST7,56548,13817,Q9NS84,CHST7,"carbohydrate sulfotransferase 7","gene with protein product"
549,T112938,681,0.3381,p4@ZEB2-AS1,,37149,,ZEB2-AS1,"ZEB2 antisense RNA 1","RNA, long non-coding"
550,T064984,680,0.3378,p2@MAFG,4097,6781,O15525,MAFG,"MAF bZIP transcription factor G","gene with protein product"
551,T126018,679,0.3373,p1@ID2,3398,5361,Q02363,ID2,"inhibitor of DNA binding 2, HLH protein","gene with protein product"
552,T193581,675,0.3355,p3@KDM4C,23081,17071,"F8WCN1,F5H347,B4E239,Q9H3R0,B4E1Y4,B4E142,B7Z3V6",KDM4C,"lysine demethylase 4C","gene with protein product"
553,T040267,672,0.3342,p1@PSEN1,5663,9508,"P49768,G3V2Y9,G3V519,G3V499,G3V4P4,G3V2G7,G3V490,G3V449,G3V2B1,G3V3P0,G3V4M0",PSEN1,"presenilin 1","gene with protein product"
554,T125651,669,0.3333,p4@TGOLN2,10618,15450,"F8W8W7,O43493",TGOLN2,"trans-golgi network protein 2","gene with protein product"
555,T172873,667,0.3328,p10@PRKAG2,51422,9386,"Q9UGJ0,Q8NCK6",PRKAG2,"protein kinase AMP-activated non-catalytic subunit gamma 2","gene with protein product"
556,T040291,667,0.3328,p2@NUMB,8650,8060,,NUMB,"NUMB, endocytic adaptor protein","gene with protein product"
557,T081276,664,0.3310,p1@ZNF697,90874,32034,Q5TEC3,ZNF697,"zinc finger protein 697","gene with protein product"
558,T079790,659,0.3282,p4@SLC30A7,148867,19306,Q8NEW0,SLC30A7,"solute carrier family 30 member 7","gene with protein product"
559,T033068,658,0.3280,p1@DGKH,160851,2854,"B4DYW1,Q86XP1,B4DZ34",DGKH,"diacylglycerol kinase eta","gene with protein product"
560,T065802,657,0.3272,p2@GNAL,2774,4388,B7ZA26,GNAL,"G protein subunit alpha L","gene with protein product"
561,T079070,658,0.3269,p3@TRIP10,9322,12304,,TRIP10,"thyroid hormone receptor interactor 10","gene with protein product"
562,T012047,653,0.3249,p3@PSMA1,5682,9530,,PSMA1,"proteasome subunit alpha 1","gene with protein product"
563,T003758,650,0.3235,p3@PDSS1,23590,17759,Q5T2R2,PDSS1,"decaprenyl diphosphate synthase subunit 1","gene with protein product"
564,T107462,649,0.3230,p1@XBP1,7494,12801,F8WDI6,XBP1,"X-box binding protein 1","gene with protein product"
565,T145559,644,0.3196,p1@MTHFD2L,441024,31865,"Q9H903,F8W7P9,Q8IY64",MTHFD2L,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like","gene with protein product"
566,T104700,641,0.3187,p3@IFNGR2,3460,5440,"P38484,A8K881",IFNGR2,"interferon gamma receptor 2","gene with protein product"
567,T079792,640,0.3181,p5@SLC30A7,148867,19306,Q8NEW0,SLC30A7,"solute carrier family 30 member 7","gene with protein product"
568,T127922,639,0.3181,p2@ADPRH,141,269,,ADPRH,"ADP-ribosylarginine hydrolase","gene with protein product"
569,T026016,634,0.3157,p1@GRASP,160622,18707,Q7Z6J2,GRASP,"general receptor for phosphoinositides 1 associated scaffold protein","gene with protein product"
570,T130345,633,0.3151,p1@TSC22D2,9819,29095,B4DMB2,TSC22D2,"TSC22 domain family member 2","gene with protein product"
571,T002403,628,0.3132,p3@PTPRE,5791,9669,"P23469,Q5VWH4,Q96P81",PTPRE,"protein tyrosine phosphatase, receptor type E","gene with protein product"
572,T147941,629,0.3129,p11@TNFAIP8,25816,17260,E5RIJ3,TNFAIP8,"TNF alpha induced protein 8","gene with protein product"
573,T074069,625,0.3119,p1@ZFP36,7538,12862,P26651,ZFP36,"ZFP36 ring finger protein","gene with protein product"
574,T153754,626,0.3111,p4@IL7R,3575,6024,,IL7R,"interleukin 7 receptor","gene with protein product"
575,T199019,626,0.3111,p6@APOO,79135,28727,,APOO,"apolipoprotein O","gene with protein product"
576,T107495,624,0.3108,p2@EWSR1,2130,3508,"B0QYK1,B0QYJ7",EWSR1,"EWS RNA binding protein 1","gene with protein product"
577,T005678,618,0.3076,p3@PFKFB3,5209,8874,,PFKFB3,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3","gene with protein product"
578,T039219,617,0.3068,p2@TRMT5,57570,23141,Q32P41,TRMT5,"tRNA methyltransferase 5","gene with protein product"
579,T144324,616,0.3065,p1@CHIC2,26511,1935,Q9UKJ5,CHIC2,"cysteine rich hydrophobic domain 2","gene with protein product"
580,T126371,615,0.3063,p3@ADAM17,6868,195,,ADAM17,"ADAM metallopeptidase domain 17","gene with protein product"
581,T055771,610,0.3041,p1@MIR22HG,84981,28219,,MIR22HG,"MIR22 host gene","RNA, long non-coding"
582,T054914,607,0.3015,p6@SLC7A5,8140,11063,,SLC7A5,"solute carrier family 7 member 5","gene with protein product"
583,T035539,605,0.3014,p28@TNFAIP2,7127,11895,,TNFAIP2,"TNF alpha induced protein 2","gene with protein product"
584,T058540,603,0.2997,p1@EIF1,10209,3249,,EIF1,"eukaryotic translation initiation factor 1","gene with protein product"
585,T013894,599,0.2986,p25@CD44,960,1681,,CD44,"CD44 molecule (Indian blood group)","gene with protein product"
586,T080671,592,0.2947,p1@ST7L,54879,18441,"B7Z8V6,F5H2P3",ST7L,"suppression of tumorigenicity 7 like","gene with protein product"
587,T165064,592,0.2945,p1@PPARD,5467,9235,"Q03181,E9PE18,B7Z3W1,B4E3V3,F1D8S7",PPARD,"peroxisome proliferator activated receptor delta","gene with protein product"
588,T140141,590,0.2937,p3@IL15,3600,5977,,IL15,"interleukin 15","gene with protein product"
589,T082305,589,0.2935,p9@MLLT11,10962,16997,Q13015,MLLT11,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11","gene with protein product"
590,T069456,589,0.2930,p3@ICAM1,3383,5344,P05362,ICAM1,"intercellular adhesion molecule 1","gene with protein product"
591,T178871,588,0.2930,p2@ADAP1,11033,16486,O75689,ADAP1,"ArfGAP with dual PH domains 1","gene with protein product"
592,T104186,584,0.2907,p1@MIR155,406947,31542,,MIR155,"microRNA 155","RNA, micro"
593,T065882,584,0.2905,p3@PTPN2,5771,9650,,PTPN2,"protein tyrosine phosphatase, non-receptor type 2","gene with protein product"
594,T143654,584,0.2903,p1@KLHL5,51088,6356,"F5H2H4,G3XA92,Q7Z6D5,E9PCF4,Q59HD9",KLHL5,"kelch like family member 5","gene with protein product"
595,T132212,583,0.2900,p18@B3GNT5,84002,15684,,B3GNT5,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5","gene with protein product"
596,T193582,581,0.2891,p13@KDM4C,23081,17071,"F8WCN1,F5H347,B4E239,Q9H3R0,B4E1Y4,B4E142,B7Z3V6",KDM4C,"lysine demethylase 4C","gene with protein product"
597,T139859,578,0.2876,p10@SLC7A11,23657,11059,"Q9UPY5,A8K2U4",SLC7A11,"solute carrier family 7 member 11","gene with protein product"
598,T198319,576,0.2870,p2@IRAK1,3654,6112,,IRAK1,"interleukin 1 receptor associated kinase 1","gene with protein product"
599,T048013,576,0.2866,p2@SLCO3A1,28232,10952,Q9UIG8,SLCO3A1,"solute carrier organic anion transporter family member 3A1","gene with protein product"
600,T003123,574,0.2859,p19@VIM,7431,12692,,VIM,vimentin,"gene with protein product"
601,T169658,573,0.2844,p1@PNPLA8,50640,28900,"Q9NP80,C9JN30,C9JAX4",PNPLA8,"patatin like phospholipase domain containing 8","gene with protein product"
602,T169379,565,0.2808,p1@NAMPT,10135,30092,,NAMPT,"nicotinamide phosphoribosyltransferase","gene with protein product"
603,T126435,564,0.2805,p1@LMAN2L,81562,19263,"Q9H0V9,B4DSH3,F8WEK5,F2Z2L5,F8WCX4,F8WB07,B4DVH1,F5GWW9",LMAN2L,"lectin, mannose binding 2 like","gene with protein product"
604,T066953,562,0.2800,p28@TGIF1,7050,11776,,TGIF1,"TGFB induced factor homeobox 1","gene with protein product"
605,T157849,561,0.2797,p1@TRAF3IP2,10758,1343,Q7Z6Q1,TRAF3IP2,"TRAF3 interacting protein 2","gene with protein product"
606,T057240,560,0.2786,p2@RFFL,117584,24821,Q8WZ73,RFFL,"ring finger and FYVE like domain containing E3 ubiquitin protein ligase","gene with protein product"
607,T146078,557,0.2773,p1@ANTXR2,118429,21732,P58335,ANTXR2,"anthrax toxin receptor 2","gene with protein product"
608,T076050,555,0.2763,p4@ZC3H4,23211,17808,Q9UPT8,ZC3H4,"zinc finger CCCH-type containing 4","gene with protein product"
609,T095442,550,0.2738,p2@YIPF1,54432,25231,,YIPF1,"Yip1 domain family member 1","gene with protein product"
610,T088304,545,0.2714,p3@PPP1R15B,84919,14951,Q5SWA1,PPP1R15B,"protein phosphatase 1 regulatory subunit 15B","gene with protein product"
611,T115185,542,0.2697,p1@MIR3128,100422824,38188,,MIR3128,"microRNA 3128","RNA, micro"
612,T038582,538,0.2679,p1@GNG2,54331,4404,,GNG2,"G protein subunit gamma 2","gene with protein product"
613,T117262,537,0.2676,p22@CFLAR,8837,1876,,CFLAR,"CASP8 and FADD like apoptosis regulator","gene with protein product"
614,T194292,535,0.2664,p5@TLE1,7088,11837,"A6NFH2,Q5T7A9,Q04724,Q59EF7",TLE1,"transducin like enhancer of split 1","gene with protein product"
615,T081275,534,0.2662,p2@ZNF697,90874,32034,Q5TEC3,ZNF697,"zinc finger protein 697","gene with protein product"
