Hs-TNF,2000,1000,T163956-TNF,"p1@TNF"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
424,T141319,1006,0.5017,p13@RAPGEF2,9693,16854,,RAPGEF2,"Rap guanine nucleotide exchange factor 2","gene with protein product"
425,T053446,1002,0.4978,p2@MIR1538,100302119,35382,,MIR1538,"microRNA 1538","RNA, micro"
426,T182341,994,0.4955,p39@GRINA,2907,4589,,GRINA,"glutamate ionotropic receptor NMDA type subunit associated protein 1","gene with protein product"
427,T199906,994,0.4953,p3@USP11,8237,12609,Q5JXD3,USP11,"ubiquitin specific peptidase 11","gene with protein product"
428,T105200,986,0.4915,p1@ETS2,2114,3489,P15036,ETS2,"ETS proto-oncogene 2, transcription factor","gene with protein product"
429,T111188,981,0.4893,p5@IL1B,3553,5992,,IL1B,"interleukin 1 beta","gene with protein product"
430,T111193,980,0.4876,p3@IL1B,3553,5992,,IL1B,"interleukin 1 beta","gene with protein product"
431,T104181,980,0.4871,p1@MIR155HG,114614,35460,,MIR155HG,"MIR155 host gene","RNA, long non-coding"
432,T111186,977,0.4870,p8@IL1B,3553,5992,,IL1B,"interleukin 1 beta","gene with protein product"
433,T046237,976,0.4870,p6@HEXA,3073,4878,P06865,HEXA,"hexosaminidase subunit alpha","gene with protein product"
434,T012448,977,0.4863,p6@HPS5,11234,17022,Q9UPZ3,HPS5,"HPS5, biogenesis of lysosomal organelles complex 2 subunit 2","gene with protein product"
435,T031420,975,0.4858,p1@LINC00346,283487,27492,,LINC00346,"long intergenic non-protein coding RNA 346","RNA, long non-coding"
436,T004507,970,0.4840,p7@KLF6,1316,2235,,KLF6,"Kruppel like factor 6","gene with protein product"
437,T124724,970,0.4826,p15@MXD1,4084,6761,,MXD1,"MAX dimerization protein 1","gene with protein product"
438,T110842,962,0.4788,p7@LIMS1,3987,6616,P48059,LIMS1,"LIM zinc finger domain containing 1","gene with protein product"
439,T038472,958,0.4757,p5@SAV1,60485,17795,B3KTQ1,SAV1,"salvador family WW domain containing protein 1","gene with protein product"
440,T163966,954,0.4751,p13@TNF,7124,11892,"B5BUQ6,P01375",TNF,"tumor necrosis factor","gene with protein product"
441,T111204,952,0.4748,p7@IL1B,3553,5992,P01584,IL1B,"interleukin 1 beta","gene with protein product"
442,T065794,954,0.4739,p4@CHMP1B,57132,24287,,CHMP1B,"charged multivesicular body protein 1B","gene with protein product"
443,T014266,947,0.4716,p2@C11orf96,387763,38675,Q7Z7L8,C11orf96,"chromosome 11 open reading frame 96","gene with protein product"
444,T121235,948,0.4709,p1@NEU4,129807,21328,C9JEA3,NEU4,"neuraminidase 4","gene with protein product"
445,T041464,944,0.4701,p5@SLC24A4,123041,10978,Q8NFF2,SLC24A4,"solute carrier family 24 member 4","gene with protein product"
446,T010845,942,0.4689,p9@SORL1,6653,11185,E9PP43,SORL1,"sortilin related receptor 1","gene with protein product"
447,T090295,938,0.4685,p1@TP53BP2,7159,12000,"Q13625,F8WBY9,B4DG66",TP53BP2,"tumor protein p53 binding protein 2","gene with protein product"
448,T076051,942,0.4682,p2@ZC3H4,23211,17808,Q9UPT8,ZC3H4,"zinc finger CCCH-type containing 4","gene with protein product"
449,T154722,940,0.4681,p10@GPBP1,65056,29520,"D4PHA4,Q86WP2",GPBP1,"GC-rich promoter binding protein 1","gene with protein product"
450,T156888,939,0.4674,p3@ELL2,22936,17064,,ELL2,"elongation factor for RNA polymerase II 2","gene with protein product"
451,T076237,938,0.4667,p1@TICAM1,148022,18348,Q8IUC6,TICAM1,"toll like receptor adaptor molecule 1","gene with protein product"
452,T044504,937,0.4659,p3@MAPK6,5597,6879,,MAPK6,"mitogen-activated protein kinase 6","gene with protein product"
453,T189611,935,0.4659,p6@MAPKAP1,79109,18752,B1AMA5,MAPKAP1,"mitogen-activated protein kinase associated protein 1","gene with protein product"
454,T167641,935,0.4647,p11@EEF1A1,1915,3189,"P68104,Q5VTE0",EEF1A1,"eukaryotic translation elongation factor 1 alpha 1","gene with protein product"
455,T111195,935,0.4647,p14@IL1B,3553,5992,,IL1B,"interleukin 1 beta","gene with protein product"
456,T059263,929,0.4633,p4@CCDC43,124808,26472,Q96MW1,CCDC43,"coiled-coil domain containing 43","gene with protein product"
457,T156295,928,0.4615,p19@VCAN,1462,2464,,VCAN,versican,"gene with protein product"
458,T076506,928,0.4610,p2@PPP1R15A,23645,14375,O75807,PPP1R15A,"protein phosphatase 1 regulatory subunit 15A","gene with protein product"
459,T146352,920,0.4586,p9@THAP9,79725,23192,,THAP9,"THAP domain containing 9","gene with protein product"
460,T180531,918,0.4567,p3@NSMCE2,286053,26513,E5RG00,NSMCE2,"NSE2/MMS21 homolog, SMC5-SMC6 complex SUMO ligase","gene with protein product"
461,T019475,916,0.4559,p1@NRIP3,56675,1167,E9PIW3,NRIP3,"nuclear receptor interacting protein 3","gene with protein product"
462,T063995,910,0.4539,p14@SOCS3,9021,19391,"O14543,Q5U0H7,Q6FI39",SOCS3,"suppressor of cytokine signaling 3","gene with protein product"
463,T105976,907,0.4519,p5@ITGB2,3689,6155,,ITGB2,"integrin subunit beta 2","gene with protein product"
464,T120964,907,0.4519,p4@RNPEPL1,57140,10079,Q9HAU8,RNPEPL1,"arginyl aminopeptidase like 1","gene with protein product"
465,T033682,906,0.4519,p10@TRIM13,10206,9976,O60858,TRIM13,"tripartite motif containing 13","gene with protein product"
466,T072961,903,0.4501,p10@GRAMD1A,57655,29305,Q96CP6,GRAMD1A,"GRAM domain containing 1A","gene with protein product"
467,T068387,901,0.4492,p20@SERPINB2,5055,8584,,SERPINB2,"serpin family B member 2","gene with protein product"
468,T028920,903,0.4488,p12@THAP2,83591,20854,Q9H0W7,THAP2,"THAP domain containing 2","gene with protein product"
469,T084948,898,0.4465,p3@ZBTB17,7709,12936,,ZBTB17,"zinc finger and BTB domain containing 17","gene with protein product"
470,T039394,895,0.4455,p3@SNAPC1,6617,11134,"Q16533,B2RC42",SNAPC1,"small nuclear RNA activating complex polypeptide 1","gene with protein product"
471,T168317,898,0.4454,p2@PNRC1,10957,17278,Q12796,PNRC1,"proline rich nuclear receptor coactivator 1","gene with protein product"
472,T159891,894,0.4452,p2@CITED2,10370,1987,,CITED2,"Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2","gene with protein product"
473,T122371,893,0.4452,p8@FEZ2,9637,3660,,FEZ2,"fasciculation and elongation protein zeta 2","gene with protein product"
474,T132222,889,0.4432,p19@B3GNT5,84002,15684,,B3GNT5,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5","gene with protein product"
475,T146399,890,0.4423,p1@HPSE,10855,5164,"A9JIG7,E9PGR1",HPSE,heparanase,"gene with protein product"
476,T100499,883,0.4400,p2@CTNNBL1,56259,15879,Q8WYA6,CTNNBL1,"catenin beta like 1","gene with protein product"
477,T086951,880,0.4382,p2@PTGS2,5743,9605,D9MWI3,PTGS2,"prostaglandin-endoperoxide synthase 2","gene with protein product"
478,T111573,879,0.4375,p3@DDX18,8886,2741,"Q8N254,Q9NVP1",DDX18,"DEAD-box helicase 18","gene with protein product"
479,T124534,877,0.4374,p4@PLEK,5341,9070,,PLEK,pleckstrin,"gene with protein product"
480,T090271,877,0.4368,p15@TP53BP2,7159,12000,Q13625,TP53BP2,"tumor protein p53 binding protein 2","gene with protein product"
481,T155126,877,0.4365,p1@ERBB2IP,55914,15842,E7EQW9,ERBIN,"erbb2 interacting protein","gene with protein product"
482,T018715,874,0.4359,p8@PAK1,5058,8590,Q13153,PAK1,"p21 (RAC1) activated kinase 1","gene with protein product"
483,T111191,873,0.4352,p6@IL1B,3553,5992,,IL1B,"interleukin 1 beta","gene with protein product"
484,T089658,872,0.4340,p12@ECE1,1889,3146,E9PN99,ECE1,"endothelin converting enzyme 1","gene with protein product"
485,T026049,872,0.4338,p5@NR4A1,3164,7980,"Q53Y00,Q6IBU8",NR4A1,"nuclear receptor subfamily 4 group A member 1","gene with protein product"
486,T107935,872,0.4338,p17@PISD,23761,8999,,PISD,"phosphatidylserine decarboxylase","gene with protein product"
487,T035017,869,0.4326,p1@GPR183,1880,3128,P32249,GPR183,"G protein-coupled receptor 183","gene with protein product"
488,T143448,865,0.4314,p4@RGS12,6002,9994,,RGS12,"regulator of G-protein signaling 12","gene with protein product"
489,T124533,864,0.4305,p3@PLEK,5341,9070,,PLEK,pleckstrin,"gene with protein product"
490,T061808,863,0.4304,p5@ERN1,2081,3449,,ERN1,"endoplasmic reticulum to nucleus signaling 1","gene with protein product"
491,T187879,864,0.4294,p4@NR4A3,8013,7982,E9PBS2,NR4A3,"nuclear receptor subfamily 4 group A member 3","gene with protein product"
492,T113642,864,0.4286,p10@NR4A2,4929,7981,"F1D8N6,F1DAL2",NR4A2,"nuclear receptor subfamily 4 group A member 2","gene with protein product"
493,T150774,859,0.4274,p5@C5orf62,85027,30248,Q9BZL3,SMIM3,"small integral membrane protein 3","gene with protein product"
494,T090603,857,0.4270,p6@ARF1,375,652,,ARF1,"ADP ribosylation factor 1","gene with protein product"
495,T161737,855,0.4258,p39@QKI,9444,21100,F5H8C8,QKI,"QKI, KH domain containing RNA binding","gene with protein product"
496,T025709,856,0.4254,p20@TMBIM6,7009,11723,,TMBIM6,"transmembrane BAX inhibitor motif containing 6","gene with protein product"
497,T055745,855,0.4252,p1@ZSWIM7,125150,26993,Q19AV6,ZSWIM7,"zinc finger SWIM-type containing 7","gene with protein product"
498,T043664,852,0.4243,p3@SNAP23,8773,11131,"A8K287,O00161",SNAP23,"synaptosome associated protein 23","gene with protein product"
499,T124809,850,0.4237,p4@PCBP1,5093,8647,"Q15365,Q53SS8",PCBP1,"poly(rC) binding protein 1","gene with protein product"
500,T068386,849,0.4230,p19@SERPINB2,5055,8584,,SERPINB2,"serpin family B member 2","gene with protein product"
501,T066974,850,0.4229,p19@TGIF1,7050,11776,,TGIF1,"TGFB induced factor homeobox 1","gene with protein product"
502,T068381,847,0.4214,p1@SERPINB2,5055,8584,P05120,SERPINB2,"serpin family B member 2","gene with protein product"
503,T073388,846,0.4213,p4@NFKBID,84807,15671,,NFKBID,"NFKB inhibitor delta","gene with protein product"
504,T037924,844,0.4209,p7@NFKBIA,4792,7797,,NFKBIA,"NFKB inhibitor alpha","gene with protein product"
505,T187876,844,0.4201,p3@NR4A3,8013,7982,Q92570,NR4A3,"nuclear receptor subfamily 4 group A member 3","gene with protein product"
506,T021710,841,0.4190,p2@TAOK3,51347,18133,F5H0M3,TAOK3,"TAO kinase 3","gene with protein product"
507,T035029,836,0.4165,p13@UBAC2,337867,20486,,UBAC2,"UBA domain containing 2","gene with protein product"
508,T139275,836,0.4161,p10@SYNPO2,171024,17732,,SYNPO2,"synaptopodin 2","gene with protein product"
509,T130287,836,0.4157,p14@RNF13,11342,10057,C9J8T4,RNF13,"ring finger protein 13","gene with protein product"
510,T063455,833,0.4155,p5@SPHK1,8877,11240,"Q9NYA1,Q53ZR5,Q96GK1",SPHK1,"sphingosine kinase 1","gene with protein product"
511,T031602,828,0.4124,p7@PCID2,55795,25653,,PCID2,"PCI domain containing 2","gene with protein product"
512,T100429,828,0.4119,p2@MANBAL,63905,15799,Q9NQG1,MANBAL,"mannosidase beta like","gene with protein product"
513,T193704,825,0.4117,p1@TJP2,9414,11828,,TJP2,"tight junction protein 2","gene with protein product"
514,T199019,822,0.4106,p6@APOO,79135,28727,,APOO,"apolipoprotein O","gene with protein product"
515,T037926,825,0.4102,p5@NFKBIA,4792,7797,,NFKBIA,"NFKB inhibitor alpha","gene with protein product"
516,T141618,820,0.4086,p1@DDX60L,91351,26429,"E9PAP8,D6R906,Q5H9U9",DDX60L,"DEAD-box helicase 60-like","gene with protein product"
517,T113643,822,0.4083,p13@NR4A2,4929,7981,"F1D8N6,F1DAL2",NR4A2,"nuclear receptor subfamily 4 group A member 2","gene with protein product"
518,T068390,815,0.4067,p6@SERPINB2,5055,8584,,SERPINB2,"serpin family B member 2","gene with protein product"
519,T009798,817,0.4065,p6@IL18,3606,5986,"Q14116,Q6WWJ7",IL18,"interleukin 18","gene with protein product"
520,T076123,818,0.4062,p1@GPR77,27202,4527,,C5AR2,"complement component 5a receptor 2","gene with protein product"
521,T056649,812,0.4050,p1@SPAG5-AS1,,41140,,SPAG5-AS1,"SPAG5 antisense RNA 1","RNA, long non-coding"
522,T050497,805,0.3999,p2@SPNS1,83985,30621,Q9H2V7,SPNS1,"sphingolipid transporter 1 (putative)","gene with protein product"
523,T111182,801,0.3985,p2@IL1B,3553,5992,"B5BUQ8,O43645",IL1B,"interleukin 1 beta","gene with protein product"
524,T108169,797,0.3969,p2@HMOX1,3162,5013,,HMOX1,"heme oxygenase 1","gene with protein product"
525,T088846,797,0.3967,p11@CD55,1604,2665,,CD55,"CD55 molecule (Cromer blood group)","gene with protein product"
526,T145473,791,0.3941,p8@IL8,3576,6025,,CXCL8,"C-X-C motif chemokine ligand 8","gene with protein product"
527,T077786,792,0.3936,p6@MYADM,91663,7544,Q96S97,MYADM,"myeloid associated differentiation marker","gene with protein product"
528,T024703,790,0.3932,p8@FGD4,121512,19125,B7Z493,FGD4,"FYVE, RhoGEF and PH domain containing 4","gene with protein product"
529,T095739,788,0.3926,p8@FGGY,55277,25610,,FGGY,"FGGY carbohydrate kinase domain containing","gene with protein product"
530,T016621,780,0.3881,p10@EHD1,10938,3242,,EHD1,"EH domain containing 1","gene with protein product"
531,T194834,778,0.3878,p4@NFIL3,4783,7787,Q16649,NFIL3,"nuclear factor, interleukin 3 regulated","gene with protein product"
532,T062455,778,0.3871,p9@C17orf49,124944,28737,,C17orf49,"chromosome 17 open reading frame 49","gene with protein product"
533,T134001,774,0.3857,p3@ZCWPW2,152098,23574,,ZCWPW2,"zinc finger CW-type and PWWP domain containing 2","gene with protein product"
534,T069744,772,0.3843,p3@LDLR,3949,6547,P01130,LDLR,"low density lipoprotein receptor","gene with protein product"
535,T198332,770,0.3833,p8@MECP2,4204,6990,,MECP2,"methyl-CpG binding protein 2","gene with protein product"
536,T173597,765,0.3814,p4@MACC1,346389,30215,Q6ZN28,MACC1,"MACC1, MET transcriptional regulator","gene with protein product"
537,T150532,766,0.3813,p3@SLC26A2,1836,10994,C9JAN6,SLC26A2,"solute carrier family 26 member 2","gene with protein product"
538,T026054,765,0.3812,p11@NR4A1,3164,7980,,NR4A1,"nuclear receptor subfamily 4 group A member 1","gene with protein product"
539,T112036,765,0.3812,p2@SFT2D3,84826,28767,Q587I9,SFT2D3,"SFT2 domain containing 3","gene with protein product"
540,T149309,766,0.3811,p3@EGR1,1958,3238,,EGR1,"early growth response 1","gene with protein product"
541,T113644,753,0.3757,p6@NR4A2,4929,7981,,NR4A2,"nuclear receptor subfamily 4 group A member 2","gene with protein product"
542,T013914,748,0.3733,p21@CD44,960,1681,,CD44,"CD44 molecule (Indian blood group)","gene with protein product"
543,T067706,749,0.3728,p2@POLI,11201,9182,,POLI,"DNA polymerase iota","gene with protein product"
544,T023057,745,0.3714,p5@GPR133,283383,19893,,ADGRD1,"adhesion G protein-coupled receptor D1","gene with protein product"
545,T053442,746,0.3713,p18@NFAT5,10725,7774,O94916,NFAT5,"nuclear factor of activated T-cells 5","gene with protein product"
546,T163170,745,0.3712,p6@ZNF165,7718,12953,,ZNF165,"zinc finger protein 165","gene with protein product"
547,T121359,740,0.3685,p4@DNAJC27,51277,30290,F5GY94,DNAJC27,"DnaJ heat shock protein family (Hsp40) member C27","gene with protein product"
548,T055226,741,0.3683,p2@FANCA,2175,3582,B7Z6Y4,FANCA,"Fanconi anemia complementation group A","gene with protein product"
549,T009510,739,0.3675,p7@ZC3H12C,85463,29362,,ZC3H12C,"zinc finger CCCH-type containing 12C","gene with protein product"
550,T063990,739,0.3671,p5@SOCS3,9021,19391,"O14543,Q5U0H7,Q6FI39",SOCS3,"suppressor of cytokine signaling 3","gene with protein product"
551,T175578,730,0.3641,p2@MRPS24,64951,14510,,MRPS24,"mitochondrial ribosomal protein S24","gene with protein product"
552,T158384,729,0.3632,p4@HIVEP1,3096,4920,P15822,HIVEP1,"human immunodeficiency virus type I enhancer binding protein 1","gene with protein product"
553,T135166,729,0.3629,p3@CCRL2,9034,1612,C9JP23,CCRL2,"C-C motif chemokine receptor like 2","gene with protein product"
554,T025892,722,0.3599,p11@SLC11A2,4891,10908,,SLC11A2,"solute carrier family 11 member 2","gene with protein product"
555,T062803,723,0.3597,p3@DNAI2,64446,18744,,DNAI2,"dynein axonemal intermediate chain 2","gene with protein product"
556,T086137,717,0.3574,p1@ABL2,27,77,,ABL2,"ABL proto-oncogene 2, non-receptor tyrosine kinase","gene with protein product"
557,T002103,717,0.3571,p7@OAT,4942,8091,P04181,OAT,"ornithine aminotransferase","gene with protein product"
558,T188174,716,0.3560,p2@TMEM38B,55151,25535,Q9NVV0,TMEM38B,"transmembrane protein 38B","gene with protein product"
559,T117243,714,0.3549,p33@CFLAR,8837,1876,C9JV51,CFLAR,"CASP8 and FADD like apoptosis regulator","gene with protein product"
560,T024393,709,0.3534,p4@CCDC91,55297,24855,F5H4N8,CCDC91,"coiled-coil domain containing 91","gene with protein product"
561,T069745,708,0.3529,p9@LDLR,3949,6547,,LDLR,"low density lipoprotein receptor","gene with protein product"
562,T101419,710,0.3527,p8@ZNF335,63925,15807,"Q8IW09,Q9H4Z2",ZNF335,"zinc finger protein 335","gene with protein product"
563,T112947,708,0.3524,p22@ZEB2,9839,14881,,ZEB2,"zinc finger E-box binding homeobox 2","gene with protein product"
564,T180525,706,0.3518,p5@KIAA0196,9897,28984,E5RFU6,WASHC5,"WASH complex subunit 5","gene with protein product"
565,T026035,706,0.3512,p3@NR4A1,3164,7980,,NR4A1,"nuclear receptor subfamily 4 group A member 1","gene with protein product"
566,T159893,702,0.3494,p6@CITED2,10370,1987,,CITED2,"Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2","gene with protein product"
567,T116837,703,0.3485,p11@HECW2,57520,29853,,HECW2,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2","gene with protein product"
568,T056745,700,0.3484,p5@SEZ6,124925,15955,,SEZ6,"seizure related 6 homolog","gene with protein product"
569,T153844,697,0.3468,p15@SLC1A3,6507,10941,,SLC1A3,"solute carrier family 1 member 3","gene with protein product"
570,T034091,689,0.3424,p15@DACH1,1602,2663,Q9UI36,DACH1,"dachshund family transcription factor 1","gene with protein product"
571,T086945,686,0.3415,p5@PTGS2,5743,9605,,PTGS2,"prostaglandin-endoperoxide synthase 2","gene with protein product"
572,T150533,682,0.3401,p4@SLC26A2,1836,10994,C9JAN6,SLC26A2,"solute carrier family 26 member 2","gene with protein product"
573,T179145,683,0.3396,p2@PABPC1,26986,8554,E7ERJ7,PABPC1,"poly(A) binding protein cytoplasmic 1","gene with protein product"
574,T186224,680,0.3378,p13@NCOA2,10499,7669,E5RFN9,NCOA2,"nuclear receptor coactivator 2","gene with protein product"
575,T108760,678,0.3373,p2@MAFF,23764,6780,B0QY71,MAFF,"MAF bZIP transcription factor F","gene with protein product"
576,T158727,676,0.3368,p11@NCOA7,135112,21081,Q8NI08,NCOA7,"nuclear receptor coactivator 7","gene with protein product"
577,T041600,674,0.3362,p2@C14orf109,26175,20218,,TMEM251,"transmembrane protein 251","gene with protein product"
578,T133993,675,0.3360,p1@ZCWPW2,152098,23574,C9JFK0,ZCWPW2,"zinc finger CW-type and PWWP domain containing 2","gene with protein product"
579,T198331,669,0.3328,p4@MECP2,4204,6990,,MECP2,"methyl-CpG binding protein 2","gene with protein product"
580,T068562,668,0.3327,p4@CD226,10666,16961,Q15762,CD226,"CD226 molecule","gene with protein product"
581,T114517,665,0.3308,p4@DHRS9,10170,16888,,DHRS9,"dehydrogenase/reductase 9","gene with protein product"
582,T199042,662,0.3303,p1@ZFX-AS1,,40617,,ZFX-AS1,"ZFX antisense RNA 1","RNA, long non-coding"
583,T056648,664,0.3302,p2@SPAG5-AS1,100506436,41140,,SPAG5-AS1,"SPAG5 antisense RNA 1","RNA, long non-coding"
584,T030049,662,0.3289,p12@ATP2B1,490,814,F8W1V5,ATP2B1,"ATPase plasma membrane Ca2+ transporting 1","gene with protein product"
585,T086123,657,0.3277,p7@TOR3A,64222,11997,Q9H497,TOR3A,"torsin family 3 member A","gene with protein product"
586,T135784,652,0.3249,p7@BHLHE40,8553,1046,,BHLHE40,"basic helix-loop-helix family member e40","gene with protein product"
587,T047377,652,0.3245,p22@AKAP13,11214,371,,AKAP13,"A-kinase anchoring protein 13","gene with protein product"
588,T055748,650,0.3244,p2@TTC19,54902,26006,,TTC19,"tetratricopeptide repeat domain 19","gene with protein product"
589,T001087,649,0.3229,p4@BBIP1,92482,28093,A8MTZ0,BBIP1,"BBSome interacting protein 1","gene with protein product"
590,T185847,647,0.3224,p3@BHLHE22,27319,11963,"B4DF88,Q8NFJ8",BHLHE22,"basic helix-loop-helix family member e22","gene with protein product"
591,T111205,645,0.3220,p1@IL1B,3553,5992,P01584,IL1B,"interleukin 1 beta","gene with protein product"
592,T079200,645,0.3217,p2@MCOLN1,57192,13356,,MCOLN1,"mucolipin 1","gene with protein product"
593,T020109,645,0.3209,p6@DRAM1,55332,25645,Q8N682,DRAM1,"DNA damage regulated autophagy modulator 1","gene with protein product"
594,T021315,641,0.3197,p2@SDSL,113675,30404,Q96GA7,SDSL,"serine dehydratase like","gene with protein product"
595,T101401,641,0.3191,p3@PCIF1,63935,16200,,PCIF1,"PDX1 C-terminal inhibiting factor 1","gene with protein product"
596,T011331,635,0.3159,p7@STT3A,3703,6172,E9PI32,STT3A,"STT3A, catalytic subunit of the oligosaccharyltransferase complex","gene with protein product"
597,T036272,633,0.3152,p4@PNP,4860,7892,G3V393,PNP,"purine nucleoside phosphorylase","gene with protein product"
598,T017950,632,0.3151,p8@PPFIA1,8500,9245,,PPFIA1,"PTPRF interacting protein alpha 1","gene with protein product"
599,T141238,630,0.3145,p7@FNIP2,57600,29280,D6RFH5,FNIP2,"folliculin interacting protein 2","gene with protein product"
600,T089450,630,0.3142,p4@ATF3,467,785,Q7Z566,ATF3,"activating transcription factor 3","gene with protein product"
601,T108925,630,0.3141,p1@APOBEC3A,200315,17343,P31941,APOBEC3A,"apolipoprotein B mRNA editing enzyme catalytic subunit 3A","gene with protein product"
602,T004496,629,0.3139,p25@KLF6,1316,2235,,KLF6,"Kruppel like factor 6","gene with protein product"
603,T075485,627,0.3123,p6@SEMA6B,10501,10739,F6IB19,SEMA6B,"semaphorin 6B","gene with protein product"
604,T145460,626,0.3111,p4@IL8,3576,6025,,CXCL8,"C-X-C motif chemokine ligand 8","gene with protein product"
605,T076512,623,0.3106,p10@PPP1R15A,23645,14375,O75807,PPP1R15A,"protein phosphatase 1 regulatory subunit 15A","gene with protein product"
606,T035161,624,0.3100,p7@WARS,7453,12729,G3V3R3,WARS,"tryptophanyl-tRNA synthetase","gene with protein product"
607,T117251,618,0.3078,p16@CFLAR,8837,1876,,CFLAR,"CASP8 and FADD like apoptosis regulator","gene with protein product"
608,T091734,617,0.3077,p7@KMO,8564,6381,O15229,KMO,"kynurenine 3-monooxygenase","gene with protein product"
609,T083743,617,0.3076,p5@ISG20L2,81875,25745,Q9H9L3,ISG20L2,"interferon stimulated exonuclease gene 20 like 2","gene with protein product"
610,T143831,614,0.3056,p4@RBM47,54502,30358,,RBM47,"RNA binding motif protein 47","gene with protein product"
611,T119767,613,0.3054,p3@CCL20,6364,10619,,CCL20,"C-C motif chemokine ligand 20","gene with protein product"
612,T119766,613,0.3054,p1@CCL20,6364,10619,P78556,CCL20,"C-C motif chemokine ligand 20","gene with protein product"
613,T035016,612,0.3045,p3@GPR183,1880,3128,P32249,GPR183,"G protein-coupled receptor 183","gene with protein product"
614,T065989,611,0.3040,p1@FAM210A,125228,28346,Q96ND0,FAM210A,"family with sequence similarity 210 member A","gene with protein product"
615,T156807,608,0.3029,p3@MCTP1,79772,26183,E5RJR1,MCTP1,"multiple C2 and transmembrane domain containing 1","gene with protein product"
616,T104696,608,0.3028,p8@IFNGR2,3460,5440,"P38484,A8K881",IFNGR2,"interferon gamma receptor 2","gene with protein product"
617,T018717,607,0.3018,p18@PAK1,5058,8590,Q13153,PAK1,"p21 (RAC1) activated kinase 1","gene with protein product"
618,T037959,604,0.3015,p1@RALGAPA1,253959,17770,,RALGAPA1,"Ral GTPase activating protein catalytic alpha subunit 1","gene with protein product"
619,T141237,603,0.3006,p3@FNIP2,57600,29280,D6RFH5,FNIP2,"folliculin interacting protein 2","gene with protein product"
620,T141233,604,0.3003,p11@FNIP2,57600,29280,D6RFH5,FNIP2,"folliculin interacting protein 2","gene with protein product"
621,T135774,601,0.2995,p5@BHLHE40,8553,1046,"O14503,Q6IB83",BHLHE40,"basic helix-loop-helix family member e40","gene with protein product"
622,T199747,592,0.2947,p1@MIR221,407006,31601,,MIR221,"microRNA 221","RNA, micro"
623,T034658,591,0.2942,p1@RNU4ATAC3P,,42575,,RNU4ATAC3P,"RNA, U4atac small nuclear 3, pseudogene",pseudogene
624,T003279,590,0.2935,p7@ARL5B,221079,23052,Q96KC2,ARL5B,"ADP ribosylation factor like GTPase 5B","gene with protein product"
625,T163614,588,0.2930,p2@RIPK1,8737,10019,,RIPK1,"receptor interacting serine/threonine kinase 1","gene with protein product"
626,T111574,588,0.2924,p4@DDX18,8886,2741,,DDX18,"DEAD-box helicase 18","gene with protein product"
627,T063994,587,0.2919,p4@SOCS3,9021,19391,"O14543,Q5U0H7,Q6FI39",SOCS3,"suppressor of cytokine signaling 3","gene with protein product"
628,T071832,586,0.2917,p3@CSNK1G2,1455,2455,P78368,CSNK1G2,"casein kinase 1 gamma 2","gene with protein product"
629,T145471,581,0.2896,p12@IL8,3576,6025,,CXCL8,"C-X-C motif chemokine ligand 8","gene with protein product"
630,T126844,584,0.2894,p24@NFKBIZ,64332,29805,Q9BYH8,NFKBIZ,"NFKB inhibitor zeta","gene with protein product"
631,T008029,579,0.2879,p7@IFIT5,24138,13328,Q13325,IFIT5,"interferon induced protein with tetratricopeptide repeats 5","gene with protein product"
632,T035031,574,0.2860,p4@UBAC2,337867,20486,,UBAC2,"UBA domain containing 2","gene with protein product"
633,T173560,575,0.2856,p2@TWISTNB,221830,18027,,TWISTNB,"TWIST neighbor","gene with protein product"
634,T063993,573,0.2855,p9@SOCS3,9021,19391,"O14543,Q5U0H7,Q6FI39",SOCS3,"suppressor of cytokine signaling 3","gene with protein product"
635,T129066,573,0.2855,p15@ATP2C1,27032,13211,"B7Z3X9,G3XAH8,P98194,B4E2Q0,B4DSW3",ATP2C1,"ATPase secretory pathway Ca2+ transporting 1","gene with protein product"
636,T187030,571,0.2846,p6@RIPK2,8767,10020,,RIPK2,"receptor interacting serine/threonine kinase 2","gene with protein product"
637,T000736,572,0.2846,p10@SFR1,119392,29574,,SFR1,"SWI5 dependent homologous recombination repair protein 1","gene with protein product"
638,T163691,570,0.2839,p7@FLOT1,10211,3757,O75955,FLOT1,"flotillin 1","gene with protein product"
639,T032615,562,0.2802,p2@ZAR1L,646799,37116,E9PMW1,ZAR1L,"zygote arrest 1-like","gene with protein product"
640,T111190,560,0.2785,p10@IL1B,3553,5992,,IL1B,"interleukin 1 beta","gene with protein product"
641,T185704,556,0.2768,p1@MIR4470,100616484,41833,,MIR4470,"microRNA 4470","RNA, micro"
642,T156445,556,0.2768,p7@CCNH,902,1594,D6RHI7,CCNH,"cyclin H","gene with protein product"
643,T037820,552,0.2745,p3@BAZ1A,11177,960,"Q9NRL2,F5H239",BAZ1A,"bromodomain adjacent to zinc finger domain 1A","gene with protein product"
644,T136821,549,0.2741,p1@ID2B,84099,30656,,ID2B,"inhibitor of DNA binding 2B, HLH protein (pseudogene)",pseudogene
